name,address,longitude,latitude,capacity,county,district,village,disaster_types,indoor,outdoor,suitable_for_vulnerable,manager,phone,risk_level,risk_distance
中山國小,臺北市中山區民權東路1段69號,121.5263,25.0629,290,臺北市,臺北市中山區,,水災,True,False,False,謝慶順,02-25914085#36,High Risk,0
三重區綜合運動場,中正北路特2號,121.489253,25.063033,2200,新北市,新北市三重區,過田里,,False,True,False,吳春慈,02-29867046,Low Risk,500
三民國小,松山區民權東路5段1號,121.5643,25.0633,100,臺北市,臺北市松山區,莊敬里,震災,True,False,False,陳培棕,02-27646080#231,High Risk,0
明志國民中學,三重區中正北路107號,121.4892,25.0634,437,新北市,新北市三重區,重陽里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,500
民權國中,大同區重慶北路3段1號,121.5139,25.0635,30,臺北市,臺北市大同區,隆和里,"水災,震災",True,False,False,洪素真,02-25931951#130,Medium Risk,1000
五常國中,中山區復興北路430巷1號,121.5431,25.0635,250,臺北市,臺北市中山區,下埤里,震災,True,False,False,黃文盛,02-25014320#102,High Risk,1000
汐止區公所行政中心,汐止區新台五路一段268號,121.658894,25.063774,158,新北市,新北市汐止區,秀峰里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-26411111#120,Low Risk,2000
五常國小,中山區五常街16號,121.5422,25.0642,97,臺北市,臺北市中山區,下埤里,"水災,震災",True,False,False,龔詩為,02-25023416#831,Medium Risk,500
大橋國小,大同區重慶北路3段2號,121.5134,25.0643,86,臺北市,臺北市大同區,隆和里,"水災,震災",True,False,True,楊博仁,02-25944413#145,Medium Risk,1000
正義國民小學,三重區信義西街31號,121.4961,25.0644,929,新北市,新北市三重區,正義里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,500
行政區民活動中心,松江路367號9樓,121.5335,25.0644,72,臺北市,臺北市中山區,行政里,"水災,震災",True,False,False,黃崇一,02-25031369#520,High Risk,1000
私立東海高中,三重區集美街212號,121.4787,25.0648,408,新北市,新北市三重區,二重里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,0
大同國小,大同區大龍街51號,121.5161,25.0648,183,臺北市,臺北市大同區,蓬萊里,"水災,震災",True,False,True,魏子仁,02-25965407#351,Low Risk,1000
泰山國中,泰林路2段498號,121.426,25.0652,1388,新北市,新北市泰山區,黎明里,"水災,震災,土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,Medium Risk,0
二重國民小學,三重區大有街10號,121.478,25.0652,4404,新北市,新北市三重區,二重里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,1000
福安廟,雞母嶺街7號,121.8952,25.0655,40,新北市,新北市貢寮區,美豐里,"水災,震災,土石流,海嘯",True,False,False,陳哲雄,02-24901660,Low Risk,2000
二重國民中學,三重區忠孝路三段89號,121.4805,25.0657,845,新北市,新北市三重區,福田里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,0
黎明技術學院,黎專路2之2號,121.4199,25.0658,1081,新北市,新北市泰山區,黎明里,"水災,震災,土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,High Risk,1000
裕民國小,裕民街123號,121.4616,25.0659,1127,新北市,新北市新莊區,裕民里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,2000
樟樹國中,樟樹二路135號,121.639893,25.06594,2481,新北市,新北市汐止區,忠孝里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,High Risk,0
延平國小,大同區昌吉街97號,121.5124,25.066,88,臺北市,臺北市大同區,國慶里,"水災,震災",True,False,True,葉尚旻,02-25942439#230,Low Risk,2000
修德國民小學,三重區重陽路三段3號,121.489,25.0661,962,新北市,新北市三重區,重陽里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,500
重陽國民小學,三重區中正北路113號,121.4845,25.0663,608,新北市,新北市三重區,六福里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345轉493,High Risk,500
秀峰高中,忠孝東路201號,121.661912,25.066456,1190,新北市,新北市汐止區,秀峰里,"水災,震災,土石流,海嘯",True,True,True,宋怡穎,02-26411111#120,Low Risk,0
樟樹國小,樟樹一路141巷2號,121.641767,25.066498,1292,新北市,新北市汐止區,厚德里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Medium Risk,1000
汐止國小,大同路二段313號,121.654876,25.066688,810,新北市,新北市汐止區,智慧里,"震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Low Risk,0
南湖高中,內湖區康寧路3段220號,121.6111,25.0669,300,臺北市,臺北市內湖區,,"水災,震災",True,False,False,王駿騏,26308889#111,High Risk,2000
汐止國中,大同路二段394號,121.658337,25.066957,1384,新北市,新北市汐止區,禮門里,"震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,High Risk,1000
師範大學林口校區體育館,仁愛路一段2號,121.397844,25.067902,4587,新北市,新北市林口區,林口里,"水災,海嘯",True,True,False,吳忠信,77148301,High Risk,500
林口市民活動中心,中正路100號3樓,121.3717,25.068,63,新北市,新北市林口區,林口里,"水災,震災,土石流,海嘯",True,False,False,黃德源,02-26033111#608,Low Risk,1000
崇林國中,文化一路一段20號,121.3703,25.0681,1312,新北市,新北市林口區,麗園里,"水災,土石流,海嘯",True,True,True,林煌展,26095829#130,Low Risk,500
正義市民活動中心,三重區雙園街1號,121.4975,25.0682,100,新北市,新北市三重區,雙園里,"水災,震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,High Risk,1000
東湖國小,內湖區東湖路115號,121.6158,25.0685,155,臺北市,臺北市內湖區,,"水災,震災",True,False,False,鄧善明,26339984#125,Low Risk,1000
麗園國小,忠孝路591號,121.3762,25.0686,945,新北市,新北市林口區,東勢里,"水災,震災,土石流,海嘯",True,True,False,吳嘉麟,26091061#752,High Risk,1000
麗林國小,公園路46號,121.3679,25.0687,1790,新北市,新北市林口區,麗林里,"水災,震災,土石流,海嘯",True,True,True,許修豪,26008457#111,High Risk,2000
東勢市民活動中心,麗園一街35號3樓,121.377252,25.068777,247,新北市,新北市林口區,東勢里,"水災,震災,土石流,海嘯",True,False,True,黃德源,26033111#608,Medium Risk,2000
新湖國小,臺北市內湖區民權東路6段138號,121.5887,25.0688,40,臺北市,臺北市內湖區,,"水災,震災",True,False,True,李之法,27963721#120,Low Risk,0
金龍國小,明峰街201號,121.627046,25.068806,600,新北市,新北市汐止區,北峰里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,High Risk,0
麗園市民活動中心,忠孝路569巷17號,121.373756,25.068979,75,新北市,新北市林口區,麗園里,"水災,震災,土石流,海嘯",True,False,False,黃德源,26033111#608,High Risk,500
三民國中,內湖區民權東路6段45號,121.5862,25.0691,300,臺北市,臺北市內湖區,,"水災,震災",True,False,False,涂詩珮,27944772#250,Low Risk,2000
茄苳里活動中心,茄苳路225巷35號,121.672058,25.069255,53,新北市,新北市汐止區,茄苳里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-26411111#120,Medium Risk,500
蘭州國中,大同區大龍街187巷1號,121.5167,25.0693,30,臺北市,臺北市大同區,至聖里,"水災,震災",True,False,True,金惠琳,25918269#500,Medium Risk,0
內湖區行政大樓,民權東路6段99號8樓,121.586898,25.069324,170,臺北市,臺北市內湖區,湖興里,,False,False,False,盧青華,935578581,High Risk,500
崇德國小,茄苳路158號,121.669187,25.069578,1275,新北市,新北市汐止區,茄苳里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Low Risk,0
新北市立三重商工,三重區中正北路163號,121.4801,25.0696,1586,新北市,新北市三重區,培德里,"震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,2000
私立穀保家商,三重區中正北路560巷38號,121.4711,25.0697,1674,新北市,新北市三重區,大有里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Low Risk,1000
更寮國民小學,四維路2號,121.4677,25.0698,453,新北市,新北市五股區,興珍里,"水災,土石流,海嘯",True,True,True,黃駿逸,02-22916051#113,Low Risk,2000
六張市民活動中心,三重區六張街66號,121.4938,25.0702,100,新北市,新北市三重區,福安里,"水災,震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,High Risk,500
三重國民小學,三重區三和路三段1號,121.4973,25.0704,709,新北市,新北市三重區,奕壽里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,500
光榮國民中學,三重區介壽路26號,121.4999,25.0705,1031,新北市,新北市三重區,奕壽里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,High Risk,2000
崇德橋東市民活動中心,茄苳路82號,121.666953,25.070551,100,新北市,新北市汐止區,崇德里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-24611111#120,Medium Risk,2000
南湖國小,臺北市內湖區康寧路3段200號,121.6107,25.0706,50,臺北市,臺北市內湖區,,"水災,震災",True,False,True,溫博安,26321296#51,Medium Risk,0
明湖國中,內湖區康寧路3段60號,121.6107,25.0706,251,臺北市,臺北市內湖區,,"水災,震災",True,False,False,洪陸麒,26320616#510,Medium Risk,500
和平市民活動中心,三重區自強路二段90號,121.4874,25.0707,100,新北市,新北市三重區,立德里,"水災,震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,Medium Risk,500
厚德國民小學,三重區中孝路一段70號,121.4874,25.0707,505,新北市,新北市三重區,立德里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,2000
老人文康活動中心禮堂,三重區自強路二段93號B1,121.4884,25.0707,100,新北市,新北市三重區,立德里,"水災,震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,Low Risk,1000
光榮國民小學,三重區介壽路32號,121.5013,25.0709,195,新北市,新北市三重區,奕壽里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,High Risk,500
明湖國小,內湖區康寧路3段105號,121.6106,25.0711,137,臺北市,臺北市內湖區,,"水災,震災",True,False,True,向芳誼,26323477#41,Low Risk,1000
保長坑訓練中心,大同路三段469號,121.679316,25.071337,1075,新北市,新北市汐止區,保新里,"水災,震災,土石流,海嘯",True,True,True,宋怡穎,02-26411111#120,Medium Risk,2000
德音國民小學,明德路2號,121.4345,25.0714,146,新北市,新北市五股區,水碓里,"水災,土石流,海嘯",True,True,True,黃駿逸,02-22916051#113,High Risk,2000
保長國小,大同路三段553號,121.680851,25.071773,470,新北市,新北市汐止區,保安里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Medium Risk,0
仁愛市民活動中心,文化一路1段137號,121.37391,25.071966,194,新北市,新北市林口區,仁愛里,"水災,震災,土石流,海嘯",True,False,True,黃德源,26033111#608,High Risk,500
東湖國中,內湖區康樂街131號,121.6195,25.0723,138,臺北市,臺北市內湖區,,"水災,震災",True,False,True,唐廷俊,26330373#651,Low Risk,1000
麗湖國小,內湖區金湖路363巷8號,121.6013,25.0731,315,臺北市,臺北市內湖區,,"水災,震災",True,False,True,劉松育,26343888＃130,High Risk,0
大佳國小,中山區濱江街107號,121.5359,25.0733,30,臺北市,臺北市中山區,大佳里,"水災,震災",True,False,True,賴佩莉,02-25035816#110,High Risk,500
大龍國小,大同區哈密街47號,121.5167,25.0734,30,臺北市,臺北市大同區,保安里,"水災,震災",True,False,False,鍾燕玲,02-25942635#838,High Risk,0
林口高中,仁愛路二段173號,121.381,25.0736,3099,新北市,新北市林口區,東勢里,"水災,震災,土石流,海嘯",True,True,True,宋永豐,26009482#600,High Risk,2000
格致高級中學,三重區大智街260號,121.4887,25.0738,1000,新北市,新北市三重區,永德里,"震災,土石流,海嘯",True,True,True,許明枝,02-29862345#493,High Risk,500
南勢市民活動中心,南勢二街154號,121.359019,25.073835,106,新北市,新北市林口區,南勢里,"水災,震災,土石流,海嘯",True,False,True,黃德源,02-26033111#608,Medium Risk,0
南勢國小,南勢街215號,121.3588,25.075,534,新北市,新北市林口區,南勢里,"水災,震災,土石流,海嘯",True,True,True,蕭麗娟,26091020#830,High Risk,0
明倫高中,臺北市大同區承德路3段336號,121.5199,25.0755,70,臺北市,臺北市大同區,重慶里,"水災,震災",True,False,False,徐榮濱,02-25961567#151,High Risk,1000
憲訓中心,成泰路一段175號,121.4349,25.0758,686,新北市,新北市五股區,德音里,"水災,土石流,海嘯",True,False,False,黃駿逸,02-22916051#113,Low Risk,0
重慶國中,大同區敦煌路19號,121.5179,25.0759,0,臺北市,臺北市大同區,重慶里,"水災,震災",True,False,False,邱貿瑞,02-25948631#240,High Risk,500
臺北市大同運動中心,大龍街51號,121.5179,25.0759,300,臺北市,臺北市大同區,蓬萊里,震災,True,False,False,鄭景中,0225702330-6424,Low Risk,500
永盛市民活動中心,三重區車路頭街133號,121.4846,25.0764,100,新北市,新北市三重區,永盛里,"水災,震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,Medium Risk,1000
三和國民中學,三重區三和路四段216號,121.4865,25.0766,653,新北市,新北市三重區,永盛里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,High Risk,500
林口區公所,仁愛路一段378號,121.3885,25.0767,120,新北市,新北市林口區,西林里,"水災,土石流,海嘯",True,False,True,劉艾如,02-26033111-216,Low Risk,2000
得仁市民活動中心,中山一路415號6樓,121.469,25.0767,52,新北市,新北市蘆洲區,得仁里,土石流,True,False,True,沈明輝,22811484-119,Low Risk,500
林口國中活動中心,民治路25號,121.3769,25.0769,1736,新北市,新北市林口區,湖南里,"水災,震災,土石流,海嘯",True,False,False,陳建全,2601-1014#31,Medium Risk,500
永福國民小學,三重區永福街66號,121.4806,25.077,706,新北市,新北市三重區,永福里,"震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,High Risk,0
內湖國中,內湖區陽光街1號,121.5887,25.077,233,臺北市,臺北市內湖區,,"水災,震災",True,False,True,林慧靜,27900843#230,High Risk,0
長安里民活動中心,長安街31號,121.6928,25.0771,60,基隆市,基隆市七堵區,長安里,"水災,震災,土石流,海嘯",True,False,True,張聰龍,02-24511858,Low Risk,500
濱江國小,中山區樂群2路266巷99號,121.5617,25.0773,114,臺北市,臺北市中山區,金泰里,"水災,震災",True,False,False,卓家意,02-85021571#1400,High Risk,1000
麗林市民活動中心,公園路59號3樓,121.394,25.0774,236,新北市,新北市林口區,麗林里,"水災,震災,土石流,海嘯",True,False,True,黃德源,26033111#608,Low Risk,0
北安國中,中山區明水路325號,121.5416,25.0778,30,臺北市,臺北市中山區,劍潭里,"水災,震災",True,False,False,余賢桄,25333888-240,High Risk,1000
內湖高中,內湖區文德路218號,121.5865,25.0784,110,臺北市,臺北市內湖區,,"水災,震災",True,False,False,韓國瑾,27977035#309,Low Risk,500
臺北市內湖運動中心,洲子街12號,121.5865,25.0784,219,臺北市,臺北市內湖區,港墘里,震災,True,False,False,林美如,02-25702330#6425,High Risk,500
新北特殊教育學校,文化北路1段425號,121.365938,25.078446,1383,新北市,新北市林口區,湖南里,"水災,震災,土石流,海嘯",False,False,True,陳素惠,02-2600-6768#8001,Medium Risk,2000
民生市民活動中心,民生街129巷14號,121.4728,25.0785,20,新北市,新北市蘆洲區,民和里,"水災,震災,土石流,海嘯",True,False,False,沈明輝,02-22811484-119,High Risk,0
永安國小,臺北市中山區明水路397巷19弄1號,121.5494,25.0787,60,臺北市,臺北市中山區,永安里,"水災,震災",True,False,True,梁志恒,25335672#230,High Risk,500
長安市民活動中心,長興街一段50號,121.670529,25.079073,89,新北市,新北市汐止區,長安里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-26411111#120,Medium Risk,2000
內湖國小,內湖區內湖路2段41號,121.5802,25.0791,150,臺北市,臺北市內湖區,,"水災,震災",True,False,True,黎季昊,27998085#311,High Risk,0
長安國小,長興街一段80號,121.670789,25.079315,807,新北市,新北市汐止區,長安里,"震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Medium Risk,500
更新市民活動中心,更洲路47號,121.4573,25.0794,65,新北市,新北市五股區,更寮里,"水災,震災,土石流,海嘯",True,False,True,黃駿逸,02-22916051#113,High Risk,500
大直高中,中山區北安路420號,121.5428,25.0794,300,臺北市,臺北市中山區,劍潭里,"水災,震災",True,False,False,楊雯仙,02-25334017#141,Low Risk,0
醒吾高中,粉寮路一段75巷80號,121.395779,25.07957,1243,新北市,新北市林口區,東林里,"水災,震災,土石流",True,True,False,吳昭瑾,26012644#1902,Low Risk,0
溪墘湧蓮市民活動中心,信義路65號,121.476051,25.079572,50,新北市,新北市蘆洲區,溪墘里,"水災,震災,土石流,海嘯",True,False,True,沈明輝,02-22811484-119,High Risk,0
竹林山觀音寺活動中心,竹林路325號,121.3958,25.0796,500,新北市,新北市林口區,菁湖里,"水災,震災,土石流,海嘯",True,True,True,李子昌,26011412#18,High Risk,500
濱江國中,中山區樂群二路262號,121.5607,25.0796,86,臺北市,臺北市中山區,金泰里,"水災,震災",True,False,False,黃秀森,02-8502-0126,High Risk,500
內湖高工,內湖路1段520號,121.5754,25.0797,245,臺北市,臺北市內湖區,港墘里,"水災,震災",True,False,False,韓東賢,26574874#121,Low Risk,2000
劍潭國小,士林區通河街16號,121.5229,25.0799,30,臺北市,臺北市士林區,,"水災,震災",True,False,False,李孟柔,02-28855491#830,High Risk,1000
康寧國小,內湖區星雲街121號,121.5949,25.08,247,臺北市,臺北市內湖區,,"水災,震災",True,False,False,黃聰欽,27917755,Low Risk,0
佳林國中,中山路268號,121.3842,25.0803,747,新北市,新北市林口區,中湖里,"水災,震災,土石流,海嘯",True,True,True,馮維寧,26028555#600,Medium Risk,500
徐匯中學,中山一路1號,121.48,25.0803,784,新北市,新北市蘆洲區,溪墘里,"水災,震災,土石流,海嘯",True,True,False,沈明輝,02-22811484-119,Low Risk,500
大直國小,中山區大直街2號,121.5464,25.0805,104,臺北市,臺北市中山區,大直里,"水災,震災",True,False,False,林秀勤,02-85098286,Low Risk,0
長安市民活動中心,長安街96號4樓,121.4619,25.0807,123,新北市,新北市蘆洲區,忠義里,"水災,震災,土石流,海嘯",True,False,False,沈明輝,02-22811484-119,Medium Risk,1000
林口國小,林口路76號,121.3899,25.0808,1009,新北市,新北市林口區,菁湖里,"水災,震災,土石流,海嘯",True,True,True,張憲庭,26011010#831,Low Risk,0
實踐里民活動中心,百一街52-1號,121.7004,25.081,60,基隆市,基隆市七堵區,實踐里,"水災,震災,土石流,海嘯",True,False,True,吳麗如,02-24518581,High Risk,1000
永安兒童公園市民活動中心,永安北路二段42之6號,121.481944,25.081635,87,新北市,新北市蘆洲區,恆德里,"水災,震災,土石流,海嘯",True,False,True,沈明輝,02-22811484-119,High Risk,500
麗山國中,內湖區內湖路1段629巷42號,121.5752,25.0817,82,臺北市,臺北市內湖區,,"水災,震災",True,False,False,徐秀婕,27991867#401,Low Risk,1000
中路市民活動中心,光華路107巷11號,121.4675,25.0821,27,新北市,新北市蘆洲區,中路里,"水災,震災,土石流,海嘯",True,False,False,沈明輝,02-22811484-119,High Risk,2000
頭湖國小,民權路101號,121.3729,25.0827,819,新北市,新北市林口區,湖南里,"水災,震災,土石流,海嘯",True,True,False,謝素君,26080766#830,Low Risk,500
堵南里民活動中心,堵南街20之8號,121.6877,25.0827,40,基隆市,基隆市七堵區,堵南里,"水災,震災,土石流,海嘯",True,False,True,余佩儒,02-24511868,High Risk,2000
大湖公園,成功路五段31號旁,121.603982,25.082835,4950,臺北市,臺北市內湖區,秀湖里,震災,False,True,True,陳美雅,26586601#216,High Risk,0
立體停車場,工商路3號,121.4393,25.083,550,新北市,新北市五股區,五股里,"水災,土石流,海嘯",True,False,True,黃駿逸,02-22916051#113,Low Risk,0
堵南國小活動中心,大德路120號,121.6922,25.0832,120,基隆市,基隆市七堵區,堵南里,"水災,震災,土石流,海嘯",True,False,True,總務主任葉博仁,02-24511339,High Risk,0
五股國民中學,成泰路二段49巷15號,121.4357,25.0833,230,新北市,新北市五股區,五股里,"水災,海嘯",True,True,False,黃駿逸,02-22916051#113,Low Risk,1000
暖東里民活動中心,東勢街54號,121.7481,25.0833,40,基隆市,基隆市暖暖區,暖東里,"水災,震災,土石流,海嘯",True,False,True,林淑娟,02-24572981,High Risk,500
五股國民小學,成泰路2段49號,121.4377,25.0834,2532,新北市,新北市五股區,五股里,"水災,土石流,海嘯",True,True,True,黃駿逸,02-22916051#113,High Risk,0
堵北里民活動中心,福一街136號二樓,121.6953,25.0834,86,基隆市,基隆市七堵區,堵北里,"水災,震災,土石流,海嘯",True,False,True,李英翠代理里長,915653312,Medium Risk,0
財團法人臺灣省臺北縣基督教徒蘆洲,三民路26巷71弄2號B1地下室,121.4786,25.0835,75,新北市,新北市蘆洲區,仁德里,"震災,土石流,海嘯",True,False,False,沈明輝,02-22811484-119,Medium Risk,500
麗山國小,臺北市內湖區港華街100號,121.5725,25.0836,193,臺北市,臺北市內湖區,,"水災,震災,土石流",True,False,True,陳弘偉,26574158#511,Low Risk,0
葫蘆國小,士林區環河北路3段95號,121.507,25.0837,35,臺北市,臺北市士林區,,"水災,震災",True,False,False,許興國,02-28129586#831,Medium Risk,2000
百福國中活動中心,福五街1號,121.6987,25.0837,191,基隆市,基隆市七堵區,百福里,"水災,震災,土石流,海嘯",True,False,True,總務主任陳靜婷,02-24511158,Low Risk,500
西湖國小,內湖區環山路1段25號,121.5657,25.0838,76,臺北市,臺北市內湖區,,"水災,震災",True,False,False,葉蓁燕,27971267#151,Medium Risk,500
蘆洲國小,中正路100號,121.47,25.0841,2139,新北市,新北市蘆洲區,保和里,"水災,震災,土石流,海嘯",True,True,True,沈明輝,02-22811484-119,High Risk,500
麗山高中,臺北市內湖區環山路2段100號,121.5779,25.0841,60,臺北市,臺北市內湖區,,"水災,震災",True,False,True,林永發,26570435#400,Low Risk,2000
湖南市民活動中心,民權路165號,121.3742,25.0844,86,新北市,新北市林口區,湖南里,"水災,震災,土石流,海嘯",True,True,True,黃德源,26033111#608,Low Risk,500
蘆洲區公所,三民路95號,121.4739,25.0847,185,新北市,新北市蘆洲區,保和里,"水災,震災,土石流,海嘯",True,False,True,沈明輝,02-22811484-119,High Risk,2000
碧華國民小學,五華街160號,121.490369,25.085115,0,新北市,新北市三重區,富福里,,False,False,False,許明枝,02-29862345#493,Low Risk,500
鷺江國小,民族路7號,121.4769,25.0853,1002,新北市,新北市蘆洲區,鷺江里,"水災,震災,土石流,海嘯",True,True,False,沈明輝,02-22811484-119,Low Risk,1000
碧湖國小,臺北市內湖區金龍路100號,121.5911,25.0853,134,臺北市,臺北市內湖區,,"水災,震災,土石流",True,False,False,陳詩添,27907161#151,Medium Risk,0
成功國小,長安街311號,121.4575,25.0857,495,新北市,新北市蘆洲區,成功里,"水災,震災,土石流,海嘯",True,True,False,沈明輝,02-22811484-119,Low Risk,1000
重陽市民活動中心,集賢路221巷11號,121.4837,25.0857,58,新北市,新北市蘆洲區,樓厝里,"水災,震災,土石流,海嘯",True,False,True,沈明輝,22811484-119,High Risk,0
文湖國小,內湖區文湖街15號,121.5601,25.0858,30,臺北市,臺北市內湖區,,"水災,震災",True,False,True,盧俊吉,26583515#1071,Medium Risk,2000
西湖國中,內湖區環山路1段27號,121.5657,25.0858,106,臺北市,臺北市內湖區,,"水災,震災",True,False,True,藍瑋煥,27991817#310,Medium Risk,1000
百齡國小,士林區福港街205號,121.5178,25.0862,137,臺北市,臺北市士林區,,"水災,震災",True,False,False,王正通,02-28817683#850,High Risk,500
泰安里民活動中心,泰和街57號,121.7114,25.0864,42,基隆市,基隆市七堵區,泰安里,"水災,震災,土石流,海嘯",True,False,True,詹仁豪,02-24522539,High Risk,0
五華國民小學,三重區集賢路89號,121.4931,25.0865,327,新北市,新北市三重區,富貴里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,0
三民高中,三民路96號,121.4723,25.0866,5011,新北市,新北市蘆洲區,保和里,"水災,震災,土石流,海嘯",True,True,False,沈明輝,02-22811484-119,Low Risk,1000
百齡高中,士林區承德路4段177號,121.523,25.087,300,臺北市,臺北市士林區,,"水災,震災",True,False,False,邱彩君,28831568#307,Medium Risk,2000
蘆洲國中,中正路265號,121.4664,25.0871,2520,新北市,新北市蘆洲區,中原里,土石流,True,True,False,沈明輝,02-22811484-119,High Risk,1000
新北市立新北高中,三重區重新路五段656號,121.4899,25.0874,4475,新北市,新北市三重區,富貴里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,2000
大湖國小,內湖區大湖山莊街170號,121.6003,25.0881,175,臺北市,臺北市內湖區,,"水災,震災",True,False,True,余文玲,27915870#51,High Risk,2000
百福里民活動中心,實踐路263號,121.695,25.0881,40,基隆市,基隆市七堵區,百福里,"水災,震災,土石流,海嘯",True,False,True,何孟翰,02-24519577,Medium Risk,0
猴硐國小,瑞芳區九芎橋路69-1號,121.8296,25.0889,101,新北市,新北市瑞芳區,猴硐里,"水災,震災,土石流,海嘯",True,True,False,賴佩珊,24960450-102,Low Risk,1000
忠義國小,光榮路99號,121.4639,25.0893,1106,新北市,新北市蘆洲區,正義里,"震災,土石流,海嘯",True,True,False,沈明輝,02-22811484-119,Medium Risk,1000
北港國小,汐萬路二段279號,121.645595,25.089404,1307,新北市,新北市汐止區,拱北里,"水災,震災,土石流,海嘯",True,True,False,宋怡穎,02-26411111#120,Medium Risk,2000
天母棒球場,忠誠路二段77號,121.5029,25.0898,150,臺北市,臺北市士林區,三玉里,震災,True,False,False,盧春安,02-25702330#6534,High Risk,1000
臺北市士林運動中心,士商路1號,121.5029,25.0898,171,臺北市,臺北市士林區,福德里,震災,True,False,False,田佳泓,2570-2330轉6428,High Risk,500
社子國小,臺北市士林區延平北路6段308號,121.5029,25.0898,192,臺北市,臺北市士林區,,"水災,震災",True,False,False,羅泰興,28126195#830,High Risk,500
鷺江國中,長樂路235號,121.4618,25.0903,659,新北市,新北市蘆洲區,正義里,"水災,震災,土石流,海嘯",True,True,True,沈明輝,02-22811484-119,Medium Risk,1000
公民會館,御史路1巷59號,121.440224,25.090383,182,新北市,新北市五股區,成泰里,"水災,震災,土石流,海嘯",True,False,True,黃駿逸,02-22916051#113,Low Risk,1000
永平市民活動中心,永平街1號4樓,121.4592,25.0904,151,新北市,新北市蘆洲區,永樂里,"水災,震災,土石流,海嘯",True,False,False,沈明輝,02-22811484-119,High Risk,2000
六堵里民活動中心,工建路104巷17-1號-2號,121.7015,25.0908,48,基隆市,基隆市七堵區,六堵里,"水災,震災,土石流,海嘯",True,False,True,廖國勳,02-24514632,High Risk,500
仁愛國小,民族路488號,121.471,25.0915,584,新北市,新北市蘆洲區,水湳里,土石流,True,True,False,沈明輝,02-22811484-119,Medium Risk,500
陽明高中,士林區中正路510號,121.5172,25.0918,110,臺北市,臺北市士林區,,"水災,震災",True,False,False,陳佑昌,02-28316675#140,High Risk,0
友一里民活動中心,華新一路59-1號,121.6688,25.0921,40,基隆市,基隆市七堵區,友一里,"水災,震災,土石流,海嘯",True,False,True,蕭雪,02-24517883,Low Risk,2000
水湳市民活動中心,民族路426巷17號,121.4731,25.0927,34,新北市,新北市蘆洲區,水湳里,"水災,震災,土石流,海嘯",True,False,True,沈明輝,02-22811484-119,Low Risk,0
士林國小,臺北市士林區大東路165號,121.5251,25.0928,225,臺北市,臺北市士林區,福德里,"水災,震災",True,False,False,何志宏,02-28812231#231,High Risk,500
士林國中,士林區中正路345號,121.5226,25.0943,39,臺北市,臺北市士林區,,"水災,震災",True,False,False,姚興南,02-88613411#500,High Risk,2000
成功市民活動中心,西雲路163號,121.4461,25.0944,100,新北市,新北市五股區,成功里,"水災,震災,土石流,海嘯",True,False,True,黃駿逸,02-22916051分#113,Medium Risk,1000
